census_block_group,date_range_start,date_range_end,raw_visit_count,raw_visitor_count,visitor_home_cbgs,visitor_work_cbgs,distance_from_home,related_same_day_brand,related_same_month_brand,top_brands,popularity_by_hour,popularity_by_day
60770038021,1538352000,1541030400,45241,12739,"{""060770038011"":374,""060770038023"":169,""060770035003"":168,""060770051191"":162,""060770040021"":127,""060770038012"":110,""060770038013"":105,""060770052063"":85,""060770008012"":82,""060770052072"":79,""060770041023"":69,""060770052022"":64,""060770008013"":62,""060770031141"":60,""060770028001"":60,""060770025042"":59,""060770032082"":58,""060770025041"":58,""060770051352"":54,""060770032081"":52,""060770051271"":50}","{""060770051192"":98,""060770038033"":96,""060770001002"":78,""060770038011"":68,""060770031112"":67,""060770031092"":57,""060770051191"":53,""060770038032"":50}",25292,[],"[""Chevron"",""mcdonalds"",""starbucks"",""walmart"",""Costco Wholesale Corp."",""SUBWAY"",""Taco Bell"",""Jack in the Box"",""Target"",""ARCO""]","[""SUBWAY"",""AutoZone"",""Dollar Tree"",""Wingstop"",""Mountain Mike's Pizza"",""Papa Murphy's"",""Leslie's Swimming Pool Supplies"",""T-Mobile""]","[2507,2352,2321,2432,2561,2647,3166,4080,3372,3289,3311,3395,3756,3601,3968,4539,4597,4769,4580,4149,3508,3293,2936,2699]","{""Monday"":6810,""Tuesday"":6927,""Wednesday"":6542,""Thursday"":5573,""Friday"":6757,""Saturday"":6532,""Sunday"":6100}"
60770043051,1538352000,1541030400,19481,3658,"{""060770043052"":173,""060770041041"":102,""060770043034"":64,""060770044021"":58,""060770035003"":50}","{""060770043071"":55,""060770042014"":50}",8804,"[""Target""]","[""walmart"",""Costco Wholesale Corp."",""Chevron"",""starbucks"",""mcdonalds"",""SUBWAY"",""Taco Bell"",""Target"",""In-N-Out Burger"",""Jack in the Box""]","[""DaVita"",""La Petite Academy"",""Century 21 Real Estate"",""Farmers Insurance Group"",""The Hartford Financial Services Group"",""Edward Jones"",""CUTERA""]","[2035,1996,1946,1928,1902,1924,2084,2290,2029,1930,2058,2175,2138,2066,2478,2402,2533,2734,2626,2463,2304,2210,2160,2058]","{""Monday"":3227,""Tuesday"":3215,""Wednesday"":3173,""Thursday"":2556,""Friday"":2774,""Saturday"":2268,""Sunday"":2268}"
60816004023,1538352000,1541030400,8568,1845,"{""060816004012"":53,""060816004011"":50}",{},3635,[],"[""starbucks"",""Costco Wholesale Corp."",""Chevron"",""Safeway"",""Target"",""Shell Oil"",""Walgreens"",""mcdonalds"",""ARCO"",""In-N-Out Burger""]",[],"[1253,1191,1154,1126,1112,1109,1164,1265,1154,869,854,810,761,755,825,871,1024,1125,1139,1138,1153,1219,1268,1290]","{""Monday"":1364,""Tuesday"":1349,""Wednesday"":1273,""Thursday"":1138,""Friday"":1138,""Saturday"":1179,""Sunday"":1127}"
60855033362,1538352000,1541030400,81416,15099,"{""060855033261"":253,""060855033341"":162,""060855033153"":160,""060855033303"":139,""060855033371"":113,""060855033332"":110,""060855033331"":103,""060855032071"":100,""060855032141"":98,""060855033272"":94,""060855033291"":93,""060855033151"":88,""060855033262"":86,""060855033342"":84,""060855033324"":84,""060855033251"":77,""060855033051"":77,""060855033292"":75,""060855033302"":75,""060855033343"":73,""060855120011"":72,""060855033231"":71,""060855033212"":70,""060855031151"":67,""060855033232"":67,""060855032041"":65,""060855033241"":65,""060855033273"":64,""060855033301"":64,""060855032142"":63,""060855032101"":62,""060855033043"":61,""060855120332"":61,""060855033252"":60,""060855033053"":59,""060855033372"":59,""060855033271"":59,""060855033361"":57,""060855033052"":57,""060855120431"":56,""060855032102"":54,""060855033152"":54,""060855033131"":51,""060855033122"":51,""060855033222"":50}","{""060855050062"":185,""060855033261"":177,""060014415031"":152,""060855033303"":146,""060855052023"":134,""060855046021"":106,""060855050061"":96,""060855120011"":92,""060855120171"":77,""060855009011"":77,""060855120323"":75,""060855031221"":72,""060855120332"":71,""060855050011"":68,""060855077013"":63,""060855043222"":58,""060855032101"":56,""060855123111"":55,""060855045044"":55,""060855033051"":54,""060855046011"":53}",6070,[],"[""Costco Wholesale Corp."",""starbucks"",""Target"",""mcdonalds"",""Chevron"",""SUBWAY"",""Shell Oil"",""7-Eleven US"",""In-N-Out Burger"",""Jack in the Box""]","[""Red Lobster"",""Health Mart""]","[2752,2532,2349,2295,2370,2586,3648,8562,8080,6533,6647,7066,7699,7816,8579,7669,7048,8207,8219,7298,5660,4737,3899,3281]","{""Monday"":13041,""Tuesday"":13027,""Wednesday"":12323,""Thursday"":10986,""Friday"":11678,""Saturday"":10651,""Sunday"":9710}"
60855050011,1538352000,1541030400,226691,63549,"{""060855049011"":267,""060855050093"":190,""060855048051"":172,""060855045044"":161,""060855050091"":147,""060770052063"":138,""060855045053"":130,""060855050062"":129,""060855050061"":121,""060855048032"":120,""060855050081"":119,""060014507511"":116,""060014415031"":116,""060855087042"":110,""060855046021"":108,""060855120332"":100,""060855031151"":95,""060855048023"":93,""060855050012"":91,""060855089001"":91,""060133551161"":90,""060855050072"":89,""060855053021"":88,""060855048052"":86,""060133551151"":84,""060855048021"":82,""060855051001"":78,""060855033341"":77,""060855033261"":76,""060133551171"":73,""060014507521"":71,""060855052023"":69,""060855053014"":68,""060855052022"":68,""060855043181"":67,""060855120011"":66,""060014433012"":65,""060855050013"":65,""060014432001"":65,""060855045062"":64,""060770052072"":64,""060855050082"":63,""060855085033"":61,""060855083045"":60,""060855052031"":59,""060770052101"":59,""060855084041"":58,""060855048062"":57,""060855078063"":57,""060855090003"":57,""060855081021"":56,""060855099021"":56,""060855043232"":56,""060855009022"":55,""060014421002"":55,""060014446012"":54,""060855038021"":53,""060855120361"":53,""060014431032"":53,""060855090001"":52,""060855037091"":52,""060855078051"":52,""060855033153"":52,""060855044111"":52,""060855044231"":52,""060855082022"":51,""060855044141"":51,""060855044112"":50,""060855019001"":50,""060855125031"":50,""060855087035"":50,""060855091072"":50,""060855119091"":50,""060855054032"":50,""060855054031"":50}","{""060855046021"":970,""060855052023"":745,""060855050062"":624,""060014415031"":590,""060855046011"":503,""060855050061"":415,""060855087042"":392,""060855050014"":323,""060855117051"":295,""060855091021"":272,""060855091084"":223,""060855050091"":190,""060816117004"":181,""060855051001"":152,""060855081021"":152,""060855077013"":151,""060816023001"":150,""060855009011"":140,""060750615001"":137,""060855087043"":136,""060855050093"":135,""060855008001"":135,""060855043181"":123,""060855045044"":116,""060014371011"":109,""060855044211"":104,""060855050082"":102,""060816080044"":100,""060014507431"":97,""060855048021"":96,""060855116091"":92,""060855099011"":90,""060855050071"":89,""060855043222"":84,""060133451081"":83,""060855120323"":79,""060855084032"":77,""060855052031"":77,""060855031221"":72,""060855120011"":72,""060750117001"":71,""060855100011"":69,""060855130001"":66,""060855120171"":64,""060816103042"":64,""060816103021"":64,""060816102021"":63,""060855106003"":60,""060014403082"":59,""060816118001"":58,""060855054031"":57,""060855053041"":57,""060855123111"":56,""060855119072"":55,""060855120332"":55,""060014506021"":55,""060855033261"":54,""060855093041"":53,""060855047001"":52,""060855116081"":52,""060855078051"":52,""060014422002"":51,""060855068032"":51,""060014382031"":50,""060855096001"":50,""060855062044"":50,""060855037081"":50,""060855049011"":50}",21193,[],"[""starbucks"",""Costco Wholesale Corp."",""Chevron"",""Target"",""Safeway"",""In-N-Out Burger"",""mcdonalds"",""SUBWAY"",""Shell Oil"",""7-Eleven US""]","[""Marriott Hotels"",""Panda Express"",""Hilton International"",""walmart"",""In-N-Out Burger"",""starbucks"",""T.J. Maxx"",""Hyatt Regency"",""AMC Entertainment"",""IMAX""]","[13038,8948,7017,6782,7359,8717,11580,18252,23289,25990,27577,30966,34291,34396,34185,34704,35730,32965,29159,26638,23982,22076,19735,16830]","{""Monday"":33259,""Tuesday"":34862,""Wednesday"":34066,""Thursday"":29061,""Friday"":31274,""Saturday"":31339,""Sunday"":32830}"
60855050061,1538352000,1541030400,274266,62978,"{""060855045044"":246,""060855045053"":210,""060014415031"":193,""060855050062"":191,""060855049011"":179,""060855050091"":156,""060855050081"":148,""060770052063"":147,""060014507511"":124,""060855120332"":124,""060855050093"":120,""060855043181"":116,""060855033261"":116,""060855051001"":115,""060133551161"":107,""060855031151"":101,""060855043232"":101,""060855033341"":101,""060014507521"":91,""060014446012"":88,""060770052072"":87,""060855045062"":86,""060133551171"":85,""060855044112"":84,""060133551151"":83,""060014432001"":82,""060014421002"":81,""060014433012"":81,""060014371011"":77,""060014446021"":75,""060855050011"":75,""060855046021"":75,""060855043223"":75,""060855044111"":74,""060014430011"":73,""060014429003"":72,""060855045052"":72,""060014422002"":72,""060855050072"":71,""060855050082"":71,""060855048051"":70,""060855038021"":70,""060855044161"":70,""060855044231"":70,""060855052022"":69,""060855052031"":69,""060855120361"":69,""060014403352"":68,""060014441001"":68,""060855044101"":67,""060855043161"":66,""060855033303"":66,""060133551143"":66,""060855044201"":65,""060855043112"":65,""060855043071"":65,""060855009022"":65,""060014431032"":65,""060855044181"":65,""060770051191"":64,""060855044141"":64,""060855044131"":64,""060855120011"":64,""060855043211"":63,""060014443022"":62,""060855044212"":62,""060855044221"":61,""060014415011"":61,""060855044102"":61,""060855045072"":61,""060855043201"":60,""060855033153"":60,""060855048032"":59,""060855119091"":58,""060855043171"":57,""060855045074"":57,""060855043191"":57,""060014433212"":57,""060855044202"":57,""060855043151"":57,""060855022011"":57,""060855038031"":57,""060014419252"":56,""060855032141"":56,""060014431052"":56,""060855043111"":56,""060014419233"":55,""060855037091"":55,""060855044151"":55,""060855081021"":55,""060855043193"":54,""060014419271"":54,""060014429001"":54,""060014414014"":54,""060014442003"":54,""060855044152"":53,""060855123051"":53,""060855043072"":52,""060855043221"":52,""060014430023"":51,""060014420001"":51,""060855043231"":51,""060014403311"":51,""060855053021"":51,""060014419251"":51,""060855043183"":51,""060855015022"":51,""060855044211"":51,""060855043153"":50,""060014403351"":50,""060855009012"":50,""060014428001"":50,""060855045063"":50,""060014431043"":50,""060855033331"":50}","{""060014415031"":1056,""060855050062"":1000,""060855046021"":666,""060855052023"":641,""060855050011"":329,""060855046011"":306,""060855050091"":283,""060855087042"":255,""060855043181"":228,""060855051001"":209,""060855009011"":202,""060855117051"":200,""060855050014"":198,""060014371011"":191,""060855045044"":183,""060855008001"":179,""060855091021"":179,""060816117004"":177,""060855043222"":173,""060855081021"":163,""060855077013"":154,""060855044211"":142,""060855091084"":139,""060855050093"":138,""060014507431"":134,""060750615001"":129,""060816023001"":115,""060855050082"":114,""060133451081"":111,""060014226001"":104,""060855050071"":102,""060855087043"":99,""060014382031"":94,""060855120011"":93,""060855031221"":91,""060816080044"":87,""060855116091"":82,""060855120323"":80,""060855120332"":79,""060855002001"":76,""060014446022"":75,""060750117001"":74,""060014422002"":73,""060855052031"":73,""060014506021"":68,""060855021011"":66,""060014423011"":65,""060855120171"":64,""060014431031"":61,""060816103021"":60,""060855123111"":60,""060014443012"":59,""060816102021"":58,""060855037081"":58,""060855099011"":57,""060014403082"":56,""060014029001"":56,""060014351022"":56,""060855043142"":56,""060816118001"":55,""060855048021"":53,""060014428001"":53,""060014443022"":53,""060855065023"":51,""060014403312"":51,""060855044162"":50}",22857,[],"[""starbucks"",""Costco Wholesale Corp."",""Chevron"",""Target"",""mcdonalds"",""Safeway"",""In-N-Out Burger"",""SUBWAY"",""Shell Oil"",""7-Eleven US""]","[""Sheraton Hotels & Resorts"",""Crowne Plaza Hotels and Resorts"",""99 Ranch Market"",""85 Degrees C Bakery Cafe"",""starbucks"",""Staybridge Suites"",""Chevron"",""Extended Stay America"",""Farmers Insurance Group"",""National Association for the Education of Young Children (NAEYC)""]","[7884,6947,6562,6407,7669,10385,14125,21213,25900,29315,30889,32617,33967,34748,33413,32889,32993,31429,26532,21099,16407,14294,11861,9507]","{""Monday"":43782,""Tuesday"":44898,""Wednesday"":43602,""Thursday"":37206,""Friday"":39445,""Saturday"":33206,""Sunday"":32127}"
60855083044,1538352000,1541030400,10749,1862,"{""060855083045"":92}","{""060855078051"":50}",3767,"[""Target"",""Costco Wholesale Corp."",""Crunch""]","[""Costco Wholesale Corp."",""starbucks"",""Chevron"",""Target"",""In-N-Out Burger"",""Michaels Stores"",""Safeway"",""mcdonalds"",""7-Eleven US"",""GameStop""]",[],"[1364,1319,1288,1283,1283,1268,1234,1531,1394,1211,1041,932,872,910,869,1238,1257,1307,1478,1435,1462,1553,1495,1431]","{""Monday"":1736,""Tuesday"":1700,""Wednesday"":1593,""Thursday"":1364,""Friday"":1472,""Saturday"":1390,""Sunday"":1494}"
60990009101,1538352000,1541030400,36511,7886,"{""060990009123"":621,""060990004023"":249,""060990004031"":104,""060990030011"":99,""060990009102"":94,""060990009112"":89,""060990002022"":80,""060990009083"":78,""060990009062"":65,""060990004042"":65,""060990009082"":64,""060990009052"":63,""060990009104"":62,""060990009113"":60,""060990009111"":58,""060990009061"":55,""060990003031"":55,""060990005041"":52,""060990009053"":52,""060990020044"":50,""060990020061"":50,""060990029022"":50}","{""060990009123"":170,""060990004022"":135,""060990004032"":100,""060990018002"":98,""060990005012"":84,""060990020023"":69,""060990010023"":56}",5291,"[""starbucks"",""Taco Bell"",""Dollar Tree""]","[""starbucks"",""mcdonalds"",""Taco Bell"",""Chevron"",""Target"",""ARCO"",""Costco Wholesale Corp."",""Dollar Tree"",""walmart"",""Save Mart Supermarkets""]","[""Taco Bell"",""Mobil"",""Curves"",""Papa John's""]","[2058,1952,1879,1860,1854,1890,2276,3370,2736,2534,2587,2820,3113,3282,3789,3826,3762,4242,4063,3616,3201,2862,2462,2219]","{""Monday"":5660,""Tuesday"":5851,""Wednesday"":5510,""Thursday"":5101,""Friday"":5508,""Saturday"":4643,""Sunday"":4238}"
61110018001,1538352000,1541030400,24968,7213,"{""061110012011"":71,""061110013014"":60,""061110017001"":59,""061110018003"":57,""061110012012"":52}","{""061110020001"":53}",6382,[],"[""Chevron"",""Vons"",""In-N-Out Burger""]",[],"[1276,1035,1065,1374,1334,1421,1362,2364,2113,1797,1759,1888,1811,1720,1962,2064,1960,2104,1789,1535,1358,1424,1566,1728]","{""Monday"":3979,""Tuesday"":3668,""Wednesday"":4025,""Thursday"":3237,""Friday"":3526,""Saturday"":3220,""Sunday"":3313}"
61130106023,1538352000,1541030400,37559,5988,"{""061130105011"":142,""061130105053"":126,""061130106082"":117,""061130104012"":110,""061130106064"":94,""061130112063"":81,""061130106051"":81,""061130105012"":79,""061130106021"":77,""061130107012"":73,""061130106073"":71,""061130106081"":65,""061130107041"":59,""061130105081"":59,""061130106022"":56,""061130105092"":52,""061130105103"":51,""061130107033"":51,""061130105132"":51}","{""061130105011"":560,""061130105012"":195,""061130107011"":129,""060670011011"":54,""061130106051"":51}",13637,"[""Target"",""Goodwill Industries""]","[""starbucks"",""Target"",""Chevron"",""Costco Wholesale Corp."",""In-N-Out Burger"",""ARCO"",""Goodwill Industries"",""Taco Bell"",""Safeway"",""mcdonalds""]","[""Dollar Tree"",""Goodwill Industries"",""Kaiser Permanente"",""Grocery Outlet"",""California DMV""]","[1633,1492,1408,1367,1379,1517,1801,2799,3728,2898,3026,3268,3527,3416,3688,4076,4081,4074,3567,2959,2442,2083,1864,1700]","{""Monday"":6070,""Tuesday"":6218,""Wednesday"":5812,""Thursday"":5044,""Friday"":5646,""Saturday"":4549,""Sunday"":4220}"
80050056301,1538352000,1541030400,15610,3915,"{""080050056302"":82,""080050056303"":65}","{""080050056262"":134,""080050068561"":56}",6214,"[""King Soopers"",""Target"",""starbucks""]","[""King Soopers"",""starbucks"",""Target"",""mcdonalds"",""Chick-fil-A"",""ConocoPhillips"",""Costco Wholesale Corp."",""Walgreens"",""Chipotle Mexican Grill"",""Shell Oil""]",[],"[925,911,912,896,896,905,1108,1553,1695,1174,999,1027,1094,1156,1143,1885,2061,2043,1847,1405,1293,1257,1113,1003]","{""Monday"":2585,""Tuesday"":2694,""Wednesday"":2664,""Thursday"":2095,""Friday"":2168,""Saturday"":1900,""Sunday"":1504}"
80050864001,1538352000,1541030400,45875,8356,"{""080050071071"":294,""080050071072"":244,""080050867001"":150,""080050851003"":149,""080050859001"":145,""080050866002"":133,""080050865002"":126,""080050853001"":110,""080050071062"":109,""080050867002"":103,""080050852001"":102,""080050860003"":95,""080050851002"":86,""080050865001"":82,""080050852002"":78,""080050862003"":77,""080050860001"":69,""080050851001"":63,""080050861001"":60,""080050860002"":60,""080050832003"":58,""080050861002"":58,""080050071061"":56,""080050071051"":54,""080050862002"":50}","{""080050071071"":288,""080050860001"":154,""080050068561"":99,""080050068541"":85,""080050067122"":85,""080050068563"":85,""080050865003"":67,""080050068582"":55}",6581,"[""King Soopers""]","[""King Soopers"",""starbucks"",""walmart"",""mcdonalds"",""ConocoPhillips"",""Target"",""SUBWAY"",""Chick-fil-A"",""Walgreens"",""7-Eleven US""]",[],"[1633,1529,1496,1470,1504,1649,2141,4642,7438,6294,6403,6760,6693,7163,6662,7909,5700,5661,5283,4008,3447,2636,2166,1860]","{""Monday"":7724,""Tuesday"":7891,""Wednesday"":7708,""Thursday"":6462,""Friday"":6698,""Saturday"":5664,""Sunday"":3728}"
80310154004,1538352000,1541030400,77365,26997,"{""080310041061"":134,""080310041071"":124,""080590098372"":123,""080010097511"":87,""080590103083"":80,""080590117241"":74,""080590098433"":73,""080590605003"":71,""080590098381"":71,""080310002011"":66,""080310083881"":64,""080310083911"":61,""080010097521"":60,""080010095023"":56,""080310016002"":56,""080010085382"":56,""080590098062"":52,""080590098434"":52,""080310015003"":52}","{""080310017021"":175,""080310041061"":112,""080310019021"":93,""080010081001"":92,""080010150002"":80,""080590098521"":77,""080319801001"":76,""080310015003"":75,""080590100002"":71,""080010087093"":69,""080590100001"":68,""080310017022"":67,""080590098362"":65,""080590103062"":65,""080140311001"":64,""080310020001"":58,""080050067122"":58,""080010095532"":51,""080010083091"":51,""080310004024"":51,""080050068561"":51}",18352,[],"[""King Soopers"",""walmart"",""starbucks"",""mcdonalds"",""ConocoPhillips"",""7-Eleven US"",""SUBWAY"",""Shell Oil"",""Wendy's"",""Target""]","[""mcdonalds"",""Motel 6"",""Burger King US"",""Good Times Burgers and Frozen Custard"",""SUBWAY"",""Pizza Hut"",""Cricket Wireless""]","[2207,2063,1941,1800,1973,2515,4379,6001,5847,6003,6417,6772,7176,6977,6894,7508,7532,7422,6380,5105,4285,3643,3242,2566]","{""Monday"":12044,""Tuesday"":12113,""Wednesday"":11729,""Thursday"":10450,""Friday"":11461,""Saturday"":10650,""Sunday"":8918}"
80410008003,1538352000,1541030400,18058,5460,"{""080410071011"":53}","{""080410023001"":108,""080410021012"":59}",8705,"[""Kaiser Permanente"",""7-Eleven US""]","[""walmart"",""starbucks"",""mcdonalds"",""ConocoPhillips"",""Kum & Go"",""King Soopers"",""Safeway"",""7-Eleven US"",""Walgreens"",""Taco Bell""]",[],"[824,794,774,780,765,855,1108,1945,1626,1237,1196,1373,1410,1396,1503,1953,1986,2130,1516,1283,1155,1040,941,867]","{""Monday"":3110,""Tuesday"":3223,""Wednesday"":3147,""Thursday"":2470,""Friday"":2734,""Saturday"":1861,""Sunday"":1513}"
80410065011,1538352000,1541030400,68241,18435,"{""080410039022"":312,""080410045031"":190,""080410065022"":186,""080410051112"":180,""080410046032"":167,""080410051071"":163,""080410071011"":162,""080410045101"":159,""080410045102"":157,""080410051041"":152,""080410045022"":141,""080410045034"":119,""080410076011"":118,""080410064001"":117,""080410063021"":115,""080410065012"":104,""080410051081"":102,""080410042001"":92,""080410045113"":90,""080410063013"":89,""080410051061"":80,""080410043002"":80,""080410040081"":77,""080410044011"":75,""080410064002"":75,""080410051052"":74,""080410051051"":73,""080410071022"":70,""080410043001"":69,""080410047061"":67,""080410052022"":67,""080410064004"":66,""080410046011"":64,""080410072012"":61,""080410045021"":61,""080410051083"":61,""080410047051"":59,""080410051082"":57,""080410028003"":56,""080410065023"":55,""080410064003"":54,""080410051042"":53,""080410033082"":53,""080410045082"":52,""080410051063"":52,""080410075001"":51,""080410063011"":51,""080410072011"":50,""080410033081"":50}","{""080410040081"":278,""080410023001"":109,""080410044021"":91,""080410044031"":86,""080410044022"":83,""080410072011"":80,""080410064001"":79,""080410071022"":60,""080410021012"":56,""080410070002"":55,""080410045113"":54,""080410045011"":52,""080410044023"":50}",11934,[],"[""walmart"",""starbucks"",""ConocoPhillips"",""Loaf 'N Jug"",""Kum & Go"",""mcdonalds"",""7-Eleven US"",""King Soopers"",""Safeway"",""Taco Bell""]","[""Hilton Garden Inn"",""Holiday Inn"",""Holiday Inn Express"",""Hampton"",""Quality Inn"",""ConocoPhillips"",""7-Eleven US"",""Orkin""]","[3904,3642,3578,3442,3761,4214,5420,7026,6140,5489,5564,5685,5864,5651,6110,7125,7504,7003,6261,5506,5259,5099,4681,4270]","{""Monday"":10343,""Tuesday"":10720,""Wednesday"":11281,""Thursday"":9465,""Friday"":10013,""Saturday"":8900,""Sunday"":7519}"
90010104002,1538352000,1541030400,17888,3329,"{""361190083023"":117,""361190083021"":78}","{""090010102012"":93,""361190083021"":92}",10160,"[""Stop & Shop"",""Shell Oil"",""Dunkin' Donuts""]","[""Dunkin' Donuts"",""CVS"",""Stop & Shop"",""Shell Oil"",""starbucks"",""Mobil"",""Costco Wholesale Corp."",""Sunoco"",""mcdonalds"",""Whole Foods Market""]","[""CrossFit"",""The American Legion""]","[1108,1081,1069,1089,1083,1140,1243,2040,2070,1613,1422,1517,1606,1504,1533,2054,2261,2353,2207,1861,1592,1369,1236,1164]","{""Monday"":2930,""Tuesday"":3156,""Wednesday"":3079,""Thursday"":2393,""Friday"":2640,""Saturday"":2045,""Sunday"":1645}"
90034662012,1538352000,1541030400,22411,4067,"{""090034662021"":62,""090034662011"":56}",{},17048,"[""Dunkin' Donuts"",""Stop & Shop""]","[""Dunkin' Donuts"",""Stop & Shop"",""CVS"",""mcdonalds"",""Cumberland Farms"",""SUBWAY"",""starbucks"",""Mobil"",""T.J. Maxx"",""walmart""]","[""Benjamin Moore"",""National Association for the Education of Young Children (NAEYC)"",""CrossFit"",""CubeSmart""]","[1401,1364,1350,1337,1385,1532,1958,2485,2264,2091,2097,2156,2233,2262,2439,2569,2907,3086,2762,2345,2147,1863,1653,1453]","{""Monday"":3381,""Tuesday"":3603,""Wednesday"":3768,""Thursday"":2955,""Friday"":3151,""Saturday"":3007,""Sunday"":2546}"
90116933001,1538352000,1541030400,54784,13574,"{""090116933002"":101,""090117161021"":99,""090116933003"":89,""090116935001"":76,""090116935002"":72,""090116934002"":70,""090116937001"":67,""090117161023"":67,""090116903003"":67,""090118707011"":66,""090118707042"":62,""090117161012"":59,""090117161022"":58,""090117021002"":53,""090116937002"":51,""090116903004"":51}","{""090117025002"":101,""090116934004"":77,""090117161023"":72,""090116937001"":58,""090116907001"":53}",58129,"[""Dunkin' Donuts"",""Stop & Shop"",""BJ's Optical"",""BJ's Wholesale Club""]","[""Dunkin' Donuts"",""Stop & Shop"",""mcdonalds"",""walmart"",""SUBWAY"",""CVS"",""Mobil"",""Shell Oil"",""Cumberland Farms"",""starbucks""]","[""Yale New Haven Hospital"",""Dunkin' Donuts"",""Cricket Wireless"",""VFW (Veterans of Foreign Wars)""]","[1989,1809,1826,1833,2064,2428,3491,4276,3845,3813,3850,4174,4421,4317,5137,5497,5527,5500,4813,3723,3362,2871,2558,2339]","{""Monday"":8331,""Tuesday"":8498,""Wednesday"":8758,""Thursday"":6851,""Friday"":8018,""Saturday"":7492,""Sunday"":6836}"
110010001001,1538352000,1541030400,141721,22818,"{""110010009013"":242,""110010007011"":164,""110010002011"":161,""110010008011"":136,""110010008013"":127,""110010007022"":120,""110010003002"":109,""110010007021"":103,""110010010022"":102,""110010008021"":98,""110010010021"":98,""110010003003"":92,""110010003004"":87,""110010007012"":82,""110010002024"":80,""110010003001"":77,""110010008022"":74,""110010001002"":74,""110010007014"":72,""110010012001"":70,""110010002021"":70,""110010005012"":67,""110010013022"":67,""110010010012"":63,""110010007023"":62,""110010106002"":58,""110010044001"":57,""110010014011"":56,""110010008014"":54,""110010006004"":53,""110010004002"":51,""110010001003"":51,""110010055002"":51,""110010055003"":50}","{""110010107001"":537,""110010058001"":286,""110010062021"":264,""110010108002"":251,""110010002011"":234,""110010101001"":211,""110010009013"":204,""110010107002"":183,""110010011004"":163,""110010003001"":116,""110010101002"":114,""110010106002"":112,""110010001004"":108,""110010002024"":96,""110010102002"":96,""110010059001"":91,""110010055001"":80,""110010108003"":80,""510131016033"":76,""110010004002"":76,""110010058002"":75,""110010012004"":69,""110010002021"":68,""110010055002"":63,""240317048041"":59,""110010072002"":51,""110010102001"":50,""240317050004"":50}",8859,"[""Unleashed by Petco"",""starbucks""]","[""starbucks"",""CVS"",""SUBWAY"",""mcdonalds"",""7-Eleven US"",""Giant Food Stores"",""Exxon Mobil"",""Chipotle Mexican Grill"",""Dunkin' Donuts"",""Safeway""]","[""Unleashed by Petco"",""LEDO Pizza"",""Exxon Mobil"",""Sherwin-Williams"",""Boys & Girls Clubs of America"",""Drybar""]","[2904,2352,2111,1985,2039,2316,4025,8635,13410,10026,8077,8900,9018,9191,9763,11564,12298,15552,14289,10396,7531,6326,5287,4085]","{""Monday"":21102,""Tuesday"":24103,""Wednesday"":26836,""Thursday"":19743,""Friday"":21061,""Saturday"":15815,""Sunday"":13061}"
120050015024,1538352000,1541030400,75968,18406,"{""120050013012"":229,""120050005001"":213,""120050027043"":201,""120050002011"":186,""120050015011"":168,""120050014022"":159,""120050013021"":149,""120050015012"":142,""120050002021"":139,""120050014044"":138,""120050003003"":135,""120050002022"":129,""120050025001"":123,""120050014041"":122,""120050004003"":110,""120050015021"":99,""120050015022"":94,""120050014021"":92,""120050019003"":91,""120050026042"":90,""120050004002"":89,""120050026031"":86,""120050026081"":84,""120050013022"":83,""120050026082"":78,""120050027031"":78,""120050027053"":75,""120050023002"":75,""120050027042"":74,""120050027023"":72,""120050022003"":71,""120050026043"":70,""120050027052"":70,""120050004001"":69,""121339703011"":68,""120050023001"":68,""120050008061"":64,""120050014024"":63,""120050024001"":62,""120050026011"":62,""120050008041"":61,""120050027011"":60,""120050024002"":60,""120050015023"":59,""120050027022"":59,""120050027041"":57,""120050026071"":57,""120050004004"":55,""120050013023"":55,""120050002012"":55,""120050014023"":54,""120050022001"":53,""120050026012"":51,""120050019002"":50,""120050014031"":50,""120050008051"":50}",{},34537,"[""walmart""]","[""walmart"",""mcdonalds"",""Dollar General"",""Publix Super Markets"",""Waffle House"",""Chick-fil-A"",""Chevron"",""Shell Oil"",""Exxon Mobil"",""Winn Dixie""]","[""Publix Super Markets"",""Hobby Lobby Stores"",""Office Depot"",""Edible Arrangements"",""Pet Supermarket"",""Comfort Inn"",""Wendy's"",""Quest Diagnostics"",""Newk's Eatery"",""Sonic""]","[2269,2166,2131,2217,2386,2727,3760,5671,6174,6661,7254,7979,8579,8452,8217,8274,8052,7640,6579,4853,3726,3195,2712,2537]","{""Monday"":14788,""Tuesday"":13777,""Wednesday"":11664,""Thursday"":8539,""Friday"":9534,""Saturday"":8954,""Sunday"":8712}"
